scig1.0000008	GO:0008046,GO:0005509,GO:0005201
scig1.0050464	GO:0042803,GO:0070006,GO:0016787,GO:0004177,GO:0030145,GO:0008233,GO:0046872,GO:0008237
scig1.0050470	GO:0016846,GO:0080146,GO:0016829,GO:0018826,GO:0047982,GO:0030170
scig1.0050498	GO:0003677,GO:0000981,GO:0046872,GO:0000978
scig1.0050518	GO:0035091,GO:0005515
scig1.0050526	GO:0005515,GO:0004386,GO:0016887,GO:0003677,GO:0016787,GO:0005524,GO:0000166,GO:1990518,GO:0003676
scig1.0050537	GO:0000978,GO:0046872,GO:0003677,GO:0001228
scig1.0050540	GO:0016787,GO:0003723,GO:0005524,GO:0000166,GO:0003676,GO:0005515,GO:0004386,GO:0003724,GO:0016887
scig1.0050599	GO:0044549
scig1.0050693	GO:0003676,GO:0004519,GO:0004518,GO:0016787,GO:0003677
scig1.0050696	GO:0016740,GO:0004809,GO:0003723,GO:0000049,GO:0008168,GO:0016423,GO:0008757
scig1.0050758	GO:0003743,GO:0031369
scig1.0050784	GO:0005200,GO:0003924,GO:0046872,GO:0005525,GO:0000166
scig1.0050906	GO:0003723,GO:0099122,GO:0000993,GO:0042802,GO:0051117,GO:0030515,GO:0005515,GO:0001094
scig1.0050912	GO:0015093,GO:0015100,GO:0030145,GO:0050897,GO:0046915,GO:0016151,GO:0046870,GO:0015295,GO:0022890,GO:0046873,GO:0008270,GO:0005384,GO:0005381,GO:0015086,GO:0005507,GO:0015293,GO:0005375,GO:0015094,GO:0005506,GO:0015087,GO:0015099
scig1.0050955	GO:0003924,GO:0005525,GO:0000166,GO:0016787
scig1.0051004	GO:0008289
scig1.0051020	GO:0005201
scig1.0051076	GO:0003674,GO:0005515
scig1.0051090	GO:0005509,GO:0005178,GO:0005515,GO:0098640,GO:0003682,GO:0009374
scig1.0051100	GO:0000049,GO:0043621,GO:0005515
scig1.0051114	GO:0003677,GO:0046872,GO:0000978,GO:0005515,GO:0000981
scig1.0051132	GO:0008201,GO:0005509
scig1.0051168	GO:0043024,GO:0019843,GO:0003723,GO:0005525,GO:0000166
scig1.0051194	GO:0000166,GO:0005524,GO:0004712,GO:0016301,GO:0016740,GO:0004674,GO:0106310,GO:0005515,GO:0004672
scig1.0051197	GO:0008233,GO:0043130,GO:0019784,GO:0005515,GO:0016787,GO:0008234,GO:0004843
scig1.0051223	GO:0097322,GO:0003723,GO:0003676,GO:0003729,GO:0003730
scig1.0051258	GO:0003723,GO:0019899
scig1.0051264	GO:0008270,GO:0004659,GO:0005515,GO:0046872,GO:0004661,GO:0016740,GO:0003824,GO:0008318,GO:0004662
scig1.0051267	GO:0106222,GO:0003682,GO:0140297,GO:0005515,GO:0003677
scig1.0051272	GO:0005515,GO:0004721,GO:0019888,GO:0072542
scig1.0051310	GO:0008146,GO:0016740,GO:0001537
scig1.0051312	GO:0042803,GO:0005053,GO:0019899,GO:0005515
scig1.0051318	GO:0003824,GO:0016740,GO:0003964,GO:0016779,GO:0046872
scig1.0051336	GO:0003677,GO:0043565
scig1.0051341	GO:0016740,GO:0019787,GO:0050681,GO:0061630,GO:0004842,GO:0008270,GO:0031624,GO:0046872
scig1.0051345	GO:0008168,GO:0035243,GO:0016740,GO:0019899,GO:0005515,GO:0008757
scig1.0051346	GO:0004674,GO:0106310,GO:0004672,GO:0016740,GO:0016301,GO:0000166,GO:0005524
scig1.0051372	GO:0106294,GO:0046872,GO:0106292,GO:0005509,GO:0004601,GO:0020037,GO:0106293,GO:0016491,GO:0016174,GO:0016175
scig1.0051477	GO:0019899,GO:0046872,GO:0008270,GO:0003887,GO:0003676
scig1.0051502	GO:0016301,GO:0030145,GO:0005524,GO:0000166,GO:0016740,GO:0004672,GO:0106310,GO:0046872,GO:0004674
scig1.0051518	GO:0016597,GO:0016829,GO:0070279,GO:0042803,GO:0009000,GO:0016740
scig1.0051545	GO:0003674
scig1.0051572	GO:0004674,GO:0004713,GO:0106310,GO:0004672,GO:0046872,GO:0000166,GO:0005524,GO:0004712,GO:0016301,GO:0016740
scig1.0051575	GO:0005515,GO:0031267,GO:0016176,GO:0016175
scig1.0051616	GO:0005201,GO:0005178,GO:0070051,GO:0016504,GO:0005509,GO:0001968,GO:0044877,GO:0005518,GO:0019864,GO:0042802,GO:0005515
scig1.0051619	GO:0051015,GO:0030674,GO:0003779,GO:0005515
scig1.0051621	GO:0016779,GO:0046872,GO:0000166,GO:0005524,GO:0070733,GO:0016740
scig1.0051633	GO:0003674
scig1.0051658	GO:0016787,GO:0003824
scig1.0051668	GO:0005186
scig1.0051685	GO:0003723,GO:0097027,GO:0019787,GO:0016740,GO:0000166,GO:0005524,GO:0031625,GO:0005515,GO:0019899,GO:0003713,GO:0004842,GO:0061631
scig1.0051703	GO:0016740,GO:0003676,GO:0004519,GO:0003723,GO:0004518,GO:0003887,GO:0003824,GO:0003677,GO:0016787,GO:0004190,GO:0008233,GO:0046872,GO:0016779,GO:0003964
scig1.0051724	GO:0016740,GO:0005524,GO:0000166,GO:0016301,GO:0004712,GO:0004672,GO:0005515,GO:0106310,GO:0004674,GO:0004713
scig1.0051774	GO:0046872,GO:0008270,GO:0061630,GO:0016740
scig1.0051864	GO:0016208,GO:0003824,GO:0016740,GO:0016301,GO:0005524,GO:0000166,GO:0048029,GO:0046872,GO:0042802,GO:0070095,GO:0003872
scig1.0051869	GO:0004518,GO:0005515
scig1.0051964	GO:0030165,GO:0005515
scig1.0051966	GO:0004518,GO:0003887,GO:0016787,GO:0016740,GO:0003676,GO:0004519,GO:0008233,GO:0016779,GO:0003964,GO:0004190
scig1.0051993	GO:0000981,GO:0046872,GO:0000978,GO:0001227,GO:0003677
scig1.0052007	GO:0000166,GO:0005524,GO:0016301,GO:0016740,GO:0003677,GO:0017025,GO:0016746,GO:0016251,GO:0004674,GO:0106310,GO:0061733,GO:0001091,GO:0004402
scig1.0052082	GO:0005515,GO:0019899,GO:0008757,GO:0008168,GO:0016740,GO:0052735
scig1.0052123	GO:0051879,GO:0003824,GO:0003677,GO:0016787,GO:0003723,GO:0004518,GO:0003887,GO:0016301,GO:0005524,GO:0000166,GO:0004523,GO:0004694,GO:0003676,GO:0016740,GO:0071074,GO:0004519,GO:0016779,GO:0003964,GO:0042802,GO:0019899,GO:0005515,GO:0004672,GO:0106310,GO:0019903,GO:0008233,GO:0046872,GO:0004540,GO:0004190,GO:0008270,GO:0004674
scig1.0052173	GO:0004842,GO:0061631,GO:0030414,GO:0005515,GO:0016740,GO:0004869
scig1.0052191	GO:0000048,GO:0002951,GO:0016740,GO:0016787,GO:0016746,GO:0016755,GO:0036374,GO:0103068,GO:0008233
scig1.0052244	GO:0046872,GO:0005515,GO:0046983,GO:0003677
scig1.0052250	GO:0005261,GO:0008381,GO:0005515
scig1.0052254	GO:0031625,GO:0046872,GO:0019903,GO:0031624,GO:0031435,GO:0034450,GO:0005515,GO:0019899,GO:0042802,GO:0003964,GO:0016779,GO:0031996,GO:0044877,GO:0004842,GO:0005164,GO:0008270,GO:0060090,GO:0030674,GO:0032813,GO:0046625,GO:0042826,GO:0003824,GO:0061630,GO:0016740,GO:0019901,GO:0005174,GO:0043120,GO:0008289,GO:0043422
scig1.0052267	GO:0005515,GO:0030165,GO:0043236,GO:0001968,GO:0043325,GO:0008289
scig1.0052283	GO:0005515,GO:0031625
scig1.0052304	GO:0005515,GO:0003676,GO:0003723
scig1.0052401	GO:0005515
scig1.0052445	GO:0061630
scig1.0052464	GO:0016423,GO:0016740,GO:0008173,GO:0008168,GO:0003723
scig1.0052469	GO:0042626,GO:0046982,GO:0005524,GO:0000166,GO:0120020,GO:0046983,GO:0016887,GO:0140359,GO:0046872,GO:0005515
scig1.0052485	GO:0008092,GO:0003779,GO:0003723,GO:0008017,GO:0051011,GO:0045296,GO:0005509,GO:0051015,GO:0005198,GO:0046872,GO:0005515
scig1.0052550	GO:0016779,GO:0003964,GO:0016740,GO:0003824
scig1.0052587	GO:0003677,GO:0061665,GO:0043565,GO:1990837,GO:0003712,GO:0001228,GO:0016740,GO:0005515,GO:0000981,GO:0042802,GO:0046872,GO:0019789,GO:0000978,GO:0003713,GO:0046983
scig1.0052606	GO:0003674,GO:0003682,GO:0098640,GO:0005515,GO:0005178,GO:0005509
scig1.0052635	GO:0003677,GO:0005515
scig1.0052686	GO:0016301,GO:0000166,GO:0005524,GO:0016740,GO:0004674,GO:0106310,GO:0004672
scig1.0052760	GO:0008137
scig1.0052776	GO:0004518,GO:0016787,GO:0003682,GO:0046872,GO:0005515
scig1.0052824	GO:0005201,GO:0017147,GO:0005109
scig1.0052847	GO:0051117,GO:0046961
scig1.0052850	GO:0019829,GO:0005515,GO:0046872,GO:0140326,GO:0090556,GO:0016887,GO:0000287,GO:0140346,GO:0005524,GO:0000166
scig1.0052897	GO:0016787
scig1.0052928	GO:0017147,GO:0005109
scig1.0052932	GO:0030246,GO:0005515,GO:0043022
scig1.0052955	GO:0008270,GO:0004540,GO:0004190,GO:0046872,GO:0008233,GO:0016779,GO:0003964,GO:0004519,GO:0003676,GO:0016740,GO:0000166,GO:0004523,GO:0005524,GO:0003887,GO:0003723,GO:0004518,GO:0003677,GO:0016787,GO:0003824
scig1.0053028	GO:0061608,GO:0005515,GO:0008139,GO:0097718,GO:0044877
scig1.0053031	GO:0000166,GO:0005525,GO:0003924
scig1.0053081	GO:1902936,GO:0005515,GO:0080025,GO:0019841,GO:0005502,GO:0008289
scig1.0053125	GO:0005515
scig1.0053186	GO:0046872,GO:0004518,GO:0016787
scig1.0053197	GO:0004430,GO:0016740,GO:0016301,GO:0005524,GO:0035651,GO:0000166
scig1.0053200	GO:0008047,GO:0004563,GO:0016787,GO:0032428,GO:0030290,GO:0016004,GO:0005319
scig1.0053205	GO:0008289,GO:0003674
scig1.0053216	GO:0005515
scig1.0053272	GO:0016887,GO:0140359,GO:0005319,GO:0061135,GO:0099038,GO:0042626,GO:0005524,GO:0000166
scig1.0053306	GO:0003964,GO:0009036,GO:0016779,GO:0046872,GO:0003824,GO:0016787,GO:0003723,GO:0004518,GO:0016740,GO:0004519
scig1.0053321	GO:0019899
scig1.0053350	GO:0016740,GO:0016301,GO:0005524,GO:0000166,GO:0016303
scig1.0053369	GO:0005509,GO:0035374,GO:0005515,GO:0004888,GO:0004930
scig1.0053377	GO:0003964,GO:0016779,GO:0003824,GO:0016740
scig1.0053386	GO:0019003,GO:0000166,GO:0005525,GO:0003924,GO:0042802
scig1.0053407	GO:0046872,GO:0016829,GO:0004383,GO:0000166,GO:0005525,GO:0016849,GO:0020037
scig1.0053435	GO:0004601,GO:0016684,GO:0016491,GO:0020037,GO:0046872,GO:0140825
scig1.0053452	GO:0046872,GO:0017128
scig1.0053479	GO:0005509,GO:0046872,GO:0005515
scig1.0053496	GO:0003682,GO:0003674
scig1.0053501	GO:0051539,GO:0005515,GO:0046872,GO:0005524,GO:0000166,GO:0140663,GO:0051536
scig1.0053542	GO:0008270,GO:0046872,GO:0004386,GO:0003723
scig1.0053629	GO:0016779,GO:0003964,GO:0008233,GO:0046872,GO:0004190,GO:0003824,GO:0003677,GO:0016787,GO:0003723,GO:0004518,GO:0003887,GO:0003676,GO:0016740,GO:0004519
scig1.0053639	GO:0004180,GO:0016787,GO:0071713,GO:0016805,GO:0008233,GO:0042802
scig1.0053655	GO:0003674
scig1.0053736	GO:0046872,GO:0004019,GO:0000287,GO:0005525,GO:0000166,GO:0016874
scig1.0053750	GO:0016791
scig1.0053785	GO:0005515,GO:0000981,GO:0002039,GO:0000978,GO:0003682,GO:0001227,GO:1990841,GO:0003677,GO:0043565,GO:0000977,GO:0001228,GO:0003700
scig1.0053796	GO:0140431,GO:0046872,GO:0008081,GO:0003824,GO:0016787,GO:0003677,GO:0003723,GO:0004518,GO:0008311,GO:0003906,GO:0052720,GO:0016491,GO:0004519
scig1.0053826	GO:0008081,GO:0005515,GO:0070679,GO:0050811,GO:0004435
scig1.0053832	GO:0046872,GO:0003924,GO:0005525,GO:0000166,GO:0019901
scig1.0053853	GO:0019904,GO:0031402,GO:0042301,GO:0005436,GO:0015293
scig1.0053895	GO:0004175,GO:0005515,GO:0008233,GO:0004197,GO:0016787,GO:0090541,GO:0004198,GO:0008234
scig1.0053952	GO:0016301,GO:0000166,GO:0005524,GO:0016740,GO:0005085,GO:0106310,GO:0004672,GO:0005515,GO:0004674
scig1.0053999	GO:0016787,GO:0004104,GO:0052689
scig1.0054006	GO:0016747,GO:0008289,GO:0003674
scig1.0054088	GO:0016314,GO:0106019,GO:0043813,GO:0004439,GO:0034485,GO:0016787,GO:0003824,GO:0016791,GO:0004445,GO:0052745
scig1.0054109	GO:0003723,GO:0003676,GO:0005515,GO:0046872,GO:0008270
scig1.0054118	GO:0000287,GO:0000166,GO:0016874,GO:0005525,GO:0004019,GO:0046872
scig1.0054148	GO:0005525,GO:0016301,GO:0000166,GO:0005524,GO:0016740,GO:0004674,GO:0106310,GO:0004672,GO:0046872
scig1.0054178	GO:0008757,GO:0003674,GO:0008168,GO:0016740
scig1.0054184	GO:0005179
scig1.0054192	GO:0001735,GO:0016670,GO:0102149,GO:0016491
scig1.0054227	GO:0004857,GO:0019208,GO:0019901
scig1.0054240	GO:0016740,GO:0003824,GO:0016779,GO:0003964
scig1.0054259	GO:0034604,GO:0016746,GO:0004742,GO:0016740,GO:0042802,GO:0016407
scig1.0054272	GO:0003824,GO:0051020,GO:0016301,GO:0005524,GO:0000166,GO:0019901,GO:0016740,GO:0017124,GO:0030296,GO:0042802,GO:0004672,GO:0106310,GO:0046872,GO:0031267,GO:0004674,GO:0004708
scig1.0054273	GO:0004866,GO:0030414,GO:0004869
scig1.0054311	GO:0004577
scig1.0054314	GO:0080025,GO:0005515,GO:0005547,GO:0005085,GO:0008289
scig1.0054315	GO:0004386,GO:0003724,GO:0016887,GO:0016787,GO:0003723,GO:0000166,GO:0005524,GO:0003676
scig1.0054382	GO:0005245
scig1.0054447	GO:0005509,GO:0045296,GO:0017124,GO:0005515,GO:0031593,GO:0046872
scig1.0054461	GO:0000166
scig1.0054494	GO:0010997,GO:1990757,GO:0005515,GO:1990756,GO:0097027
scig1.0054518	GO:0033204,GO:0004526
scig1.0054548	GO:1904047,GO:0016740,GO:0106388
scig1.0054556	GO:0008017,GO:0042803,GO:0070840,GO:0003682,GO:0140297,GO:0005515
scig1.0054580	GO:0003777,GO:0005515,GO:0016887,GO:0008017,GO:0000166,GO:0005524
scig1.0054584	GO:0005178,GO:0005509,GO:0098640,GO:0005515,GO:0003682
scig1.0054588	GO:0003824,GO:0016740,GO:0016779,GO:0003964
scig1.0054591	GO:0004523,GO:0016740,GO:0003676,GO:0004519,GO:0039660,GO:0003824,GO:0003677,GO:0016787,GO:0004518,GO:0003723,GO:0003887,GO:0004190,GO:0008270,GO:0016779,GO:0003964,GO:0008233,GO:0046872
scig1.0054652	GO:0003723,GO:0070878,GO:0003676,GO:0005515,GO:0043274
scig1.0054666	GO:0005201,GO:0050436,GO:0005509,GO:0019838,GO:0050431,GO:0060090,GO:0005024,GO:0005515
scig1.0054675	GO:0016491,GO:0016627,GO:0102758
scig1.0054690	GO:0005515,GO:0140297,GO:0003688,GO:0050815
scig1.0054698	GO:0098640,GO:0005515,GO:0003682,GO:0005178,GO:0005509
scig1.0054728	GO:0008233,GO:0003964,GO:0016779,GO:0004190,GO:0004518,GO:0003887,GO:0016787,GO:0016740,GO:0003676,GO:0004519
scig1.0054740	GO:0005096
scig1.0054745	GO:1990756
scig1.0054798	GO:0000149,GO:0019905,GO:0005515,GO:0005484
scig1.0054891	GO:0003682,GO:0000981,GO:0003677
scig1.0054920	GO:0000166,GO:0005524,GO:0016887
scig1.0054925	GO:0003676,GO:0003677,GO:0003723
scig1.0054930	GO:0003676,GO:0003723,GO:0003743
scig1.0054999	GO:0005515,GO:0098640,GO:0004888,GO:0046872,GO:0003682,GO:0043274,GO:0030246,GO:0005509,GO:0005178,GO:0070492,GO:0033691
scig1.0055003	GO:0004197,GO:0004842,GO:0043621,GO:0005515,GO:0004175,GO:0042802,GO:0036094,GO:0008233,GO:0002020,GO:0016787,GO:0019209
scig1.0055024	GO:0003964,GO:0016779,GO:0003824,GO:0016740
scig1.0055100	GO:0003735,GO:0003723,GO:0003729
scig1.0055142	GO:0005509,GO:0005112,GO:0046872,GO:0038023
scig1.0055156	GO:0061630,GO:0016740,GO:0005515,GO:0004842
scig1.0055197	GO:0030527,GO:0046982,GO:0003677
scig1.0055209	GO:0003676,GO:0003714,GO:0003723,GO:0003729,GO:0008270,GO:0005515,GO:0042802,GO:0046872
scig1.0055218	GO:0003824,GO:0005515,GO:0004139,GO:0016829
scig1.0055303	GO:0046975,GO:0016740,GO:0008168,GO:0042054,GO:0043014,GO:0140938,GO:0005515,GO:0140955,GO:0016279,GO:0046872
scig1.0055326	GO:0005515,GO:0005085,GO:0005123,GO:0030295
scig1.0055336	GO:0008017,GO:0043014,GO:0005261,GO:0051015,GO:0005516,GO:0019901,GO:0005034,GO:0048487,GO:0000166,GO:0005262,GO:0003779,GO:0005524,GO:0005216,GO:0008289,GO:0046872,GO:0005080,GO:0042169,GO:0042802,GO:0015275,GO:0005515
scig1.0055404	GO:0008270,GO:0001227,GO:0046872,GO:0000978,GO:0001228,GO:0003700,GO:0000977,GO:0003677
scig1.0055426	GO:0016491,GO:0103066,GO:0103067,GO:0047012,GO:0102175,GO:0003854,GO:0016616,GO:0000252
scig1.0055439	GO:0042802,GO:0016597,GO:0097367,GO:0030246,GO:0004360,GO:0016740
scig1.0055461	GO:0031386
scig1.0055467	GO:0008201,GO:0005509,GO:0005201,GO:0005179
scig1.0055472	GO:0003677,GO:0001228,GO:0000978,GO:0046872
scig1.0055484	GO:0008237,GO:0005515,GO:0008233,GO:0046872,GO:0005080,GO:0004222,GO:0005518,GO:0043236,GO:0016787,GO:0005178,GO:1902945,GO:0017124
scig1.0055498	GO:0016740,GO:0003676,GO:0004519,GO:0004523,GO:0000166,GO:0005524,GO:0003723,GO:0004518,GO:0003887,GO:0003824,GO:0016787,GO:0003677,GO:0008270,GO:0004190,GO:0004540,GO:0008233,GO:0046872,GO:0003964,GO:0016779,GO:0019899
scig1.0055501	GO:0005515,GO:0005509
scig1.0055520	GO:0004601,GO:0047134
scig1.0055529	GO:0001227,GO:0003713,GO:0070411,GO:0000981,GO:0005515,GO:0000978,GO:0017151,GO:0031625,GO:0046872,GO:0001228,GO:1990837,GO:0003677,GO:0070410,GO:0043565,GO:0061629,GO:0000977
scig1.0055630	GO:0016301,GO:0005524,GO:0000166,GO:0016740,GO:0004674,GO:0004713,GO:0004672,GO:0106310
scig1.0055692	GO:0005515,GO:0019901,GO:0008289
scig1.0055723	GO:0008158,GO:0097108,GO:0005119
scig1.0055753	GO:0016740,GO:0003824,GO:0016779,GO:0003964
scig1.0055780	GO:0003682
scig1.0055800	GO:0005109,GO:0017147,GO:0005201
scig1.0055858	GO:0003723,GO:0031369,GO:0000340,GO:0048027,GO:0005515,GO:0008190,GO:0008494,GO:0043024,GO:0000339,GO:0003730
scig1.0055879	GO:0005524,GO:0000166,GO:0008017,GO:0003777
scig1.0055884	GO:0016779,GO:0050355,GO:0005515,GO:0004651,GO:0008138,GO:0004721,GO:0003824,GO:0008192,GO:0016787,GO:0016791,GO:0005525,GO:0005524,GO:0000166,GO:0016740,GO:0140818,GO:0004484
scig1.0055927	GO:0003674,GO:0005515,GO:0046872,GO:0005096
scig1.0055999	GO:0016491,GO:0016831,GO:0016829,GO:0051997
scig1.0056010	GO:0000978,GO:0000981,GO:0003700,GO:0003677
scig1.0056023	GO:0046872
scig1.0056029	GO:0005524,GO:0000166,GO:0016740,GO:0019787,GO:0061631,GO:0004842,GO:0005515,GO:0031625
scig1.0056031	GO:0030674,GO:0043023,GO:0003723
scig1.0056034	GO:0000981,GO:0046872,GO:0000978,GO:0003682,GO:0003677
scig1.0056037	GO:0000978,GO:0000981,GO:0001228,GO:0003700,GO:0043565,GO:0003677
scig1.0056074	GO:0005509,GO:0005178,GO:0005515,GO:0098640,GO:0003682
scig1.0056095	GO:0005516,GO:0008307,GO:0051015,GO:0005509,GO:0016740,GO:0019901,GO:0031433,GO:0000166,GO:0005524,GO:0016301,GO:0030506,GO:0046872,GO:0005200,GO:0002020,GO:0106310,GO:0004672,GO:0005515,GO:0019899,GO:0042802,GO:0003674,GO:0043621,GO:0004674,GO:0004713,GO:0042805,GO:0097493,GO:0051371
scig1.0056113	GO:0106310,GO:0005515,GO:0004672,GO:0019870,GO:0004674,GO:0030291,GO:0030295,GO:0019902,GO:0000287,GO:0000166,GO:0005524,GO:0016301,GO:0140693,GO:0016740,GO:0019901
scig1.0056180	GO:0016779,GO:0003964,GO:0003824,GO:0016740
scig1.0056225	GO:0046872,GO:0001540,GO:0005178
scig1.0056246	GO:0005515
scig1.0056271	GO:0016787,GO:0004180,GO:0004185,GO:0005515,GO:0008233
scig1.0056379	GO:0051011,GO:0051015,GO:0005509,GO:0008017,GO:0015175,GO:0003779,GO:0005515,GO:0046872,GO:0005198,GO:0016887
scig1.0056428	GO:0042802
scig1.0056455	GO:0000049,GO:0016787,GO:0000166,GO:0005525,GO:0003924,GO:0008135,GO:0003743
scig1.0056464	GO:0005102,GO:0005515,GO:0005198,GO:0003779,GO:0008092
scig1.0056477	GO:0005543,GO:0030276,GO:0008289
scig1.0056480	GO:0016740,GO:0061630,GO:0003674,GO:0046872
scig1.0056485	GO:0016740,GO:0016783,GO:0004792
scig1.0056503	GO:0003723,GO:0070569,GO:0003676,GO:0016740,GO:0050265,GO:0046872,GO:0005515,GO:0035198,GO:0016779,GO:0008270
scig1.0056511	GO:0016740,GO:0030144,GO:0030145,GO:0004864,GO:0016757,GO:0008375
scig1.0056551	GO:0015245,GO:0005515,GO:0042802,GO:0047676,GO:0043539,GO:0015225,GO:0003824,GO:0015562,GO:0005324,GO:1901480,GO:0031957,GO:0000166,GO:0016874,GO:0004467,GO:0090434
scig1.0056588	GO:0005096
scig1.0056590	GO:0003824,GO:0046872,GO:0052717
scig1.0056591	GO:0005096,GO:0005524,GO:0004672
scig1.0056614	GO:0016779,GO:0003964,GO:0004519,GO:0016740,GO:0004518,GO:0016787,GO:0003824
scig1.0056655	GO:0005515,GO:0008017
scig1.0056658	GO:0003824
scig1.0056680	GO:0016740,GO:0000166,GO:0005524,GO:0016301,GO:0004674,GO:0106310,GO:0004672
scig1.0056738	GO:0004722,GO:0017018,GO:0030165,GO:0004725,GO:0052866,GO:0004721,GO:0016314,GO:0004438,GO:0051800,GO:0016787,GO:0016791,GO:0008289,GO:0051717
scig1.0056760	GO:0016787,GO:0004176,GO:0004252,GO:0051117,GO:0008233,GO:0008236
scig1.0056841	GO:0051213,GO:0016491,GO:0046872,GO:0048244
scig1.0056910	GO:0003674,GO:0005515,GO:0036312,GO:0000166,GO:0005524
scig1.0056925	GO:0016740,GO:0061630,GO:0004842,GO:0008270,GO:0046872
scig1.0056927	GO:0022857
scig1.0056990	GO:0008236,GO:0042802,GO:0002020,GO:0008233,GO:0004252,GO:0016787
scig1.0057014	GO:0000977,GO:0003677,GO:0042826,GO:0003700,GO:0005524,GO:0001222,GO:1990837,GO:0000978,GO:0000981,GO:0005515
scig1.0057030	GO:0015312,GO:0015311,GO:0022857
scig1.0057113	GO:0046872,GO:0004756,GO:0000166,GO:0005524,GO:0016301,GO:0016740
scig1.0057116	GO:0016787,GO:0003723,GO:0008251,GO:0046872,GO:0043829,GO:0004000
scig1.0057119	GO:0005216,GO:0005262,GO:0015267,GO:0015278,GO:0042802,GO:0097604
scig1.0057126	GO:0001530,GO:0008289
scig1.0057134	GO:0106310,GO:0061733,GO:0001091,GO:0004402,GO:0016251,GO:0004674,GO:0003677,GO:0017025,GO:0016746,GO:0000166,GO:0005524,GO:0016301,GO:0016740
scig1.0057149	GO:0042803,GO:0019901,GO:0042802,GO:0031267
scig1.0057153	GO:0005515,GO:0044877
scig1.0057157	GO:0004523,GO:0004170,GO:0004519,GO:0016740,GO:0003676,GO:0016787,GO:0003677,GO:0039660,GO:0003824,GO:0003887,GO:0004518,GO:0003723,GO:0004190,GO:0008270,GO:0003964,GO:0016779,GO:0046872,GO:0008233,GO:0005198
scig1.0057159	GO:0015312,GO:0015311,GO:0022857
scig1.0057187	GO:0003677,GO:0031210,GO:0120020,GO:0008320,GO:0090554,GO:0140328,GO:0000166,GO:0005524,GO:0019905,GO:0034186,GO:0042626,GO:0034188,GO:0051117,GO:0005515,GO:0005548,GO:0015485,GO:0046872,GO:0140326,GO:0008035,GO:0090556,GO:0140359,GO:0031267,GO:0005102,GO:0016887,GO:0034185,GO:0046623,GO:0003674,GO:0046983
scig1.0057258	GO:0005509,GO:0005178,GO:0005515,GO:0098640,GO:0003682
scig1.0057324	GO:0003674
scig1.0057355	GO:0038187,GO:0005044,GO:0030246,GO:0030169,GO:0046872,GO:0005515,GO:0005534
scig1.0057359	GO:0106310,GO:0004672,GO:0005515,GO:0004705,GO:0031435,GO:0004708,GO:0004674,GO:0000166,GO:0005524,GO:0008656,GO:0004712,GO:0016301,GO:0004707,GO:0016740
scig1.0057361	GO:0042802,GO:0005515,GO:0003756,GO:0016853,GO:0004197,GO:0015036,GO:0003723,GO:0004629,GO:0015035
scig1.0057421	GO:0016787,GO:0016740,GO:0016874,GO:0000166,GO:0005524,GO:0004812,GO:0004081,GO:0042802,GO:0005515,GO:0046983,GO:0004820
scig1.0057495	GO:0016787,GO:0004518,GO:0003887,GO:0003676,GO:0016740,GO:0004519,GO:0016779,GO:0003964,GO:0008233,GO:0004190
scig1.0057530	GO:0015350,GO:0005542,GO:0022857,GO:0015293
scig1.0057541	GO:0046920,GO:0016757,GO:0016740,GO:0008417
scig1.0057556	GO:0016844
scig1.0057572	GO:0004423,GO:0008484,GO:0016787,GO:0005509,GO:0005515,GO:0046872
scig1.0057600	GO:0033192,GO:0016787,GO:0005516,GO:0004723,GO:0004721,GO:0005515,GO:0004722,GO:0046872,GO:0017018
scig1.0057614	GO:0030674
scig1.0057663	GO:0051959,GO:0016887,GO:0008569,GO:0045505,GO:0003777,GO:0000166,GO:0005524,GO:0005509
scig1.0057668	GO:0045296,GO:0030674,GO:0061629,GO:0008092,GO:0140031,GO:0044325,GO:0051117,GO:0005515,GO:0019899,GO:0005198,GO:0005200,GO:0019903,GO:0008093,GO:0030507
scig1.0057671	GO:0005509,GO:0005178,GO:0003682,GO:0005515,GO:0098640
scig1.0057678	GO:0003729,GO:0003723,GO:0003676
scig1.0057740	GO:0005201,GO:0005509,GO:0004888,GO:0004930,GO:0005515
scig1.0057756	GO:0043015,GO:0051011,GO:0005515
scig1.0057758	GO:0003723,GO:0003727,GO:0017025,GO:0003676,GO:0005515
scig1.0057765	GO:0005515,GO:0045505
scig1.0057855	GO:0005525,GO:0000166,GO:0016787,GO:0097177,GO:0003924,GO:0043022
scig1.0057862	GO:0046872,GO:0030371,GO:0005515,GO:0042802,GO:0004842,GO:0008270,GO:0061630,GO:0016740
scig1.0057930	GO:0005515,GO:0046872,GO:0051082,GO:0005509,GO:0030246
scig1.0057944	GO:0005021,GO:0046872,GO:0017154,GO:0008201
scig1.0057966	GO:0016887,GO:0003678,GO:0004386,GO:0000166,GO:0005524,GO:0043139,GO:0003677,GO:0016787
scig1.0058040	GO:0003964,GO:0016779,GO:0003824,GO:0016740
scig1.0058050	GO:0001227,GO:0000981,GO:0000978,GO:0003700,GO:1990837,GO:0003677,GO:0000977
scig1.0058136	GO:0003674
scig1.0058152	GO:0042802
scig1.0058195	GO:0003924,GO:0005525,GO:0000166
scig1.0058206	GO:0005515,GO:0008757,GO:0008168,GO:0018064,GO:0031072,GO:0016740
scig1.0058236	GO:0048495,GO:0005515,GO:0005520,GO:0008201
